freekick_id,match_id,time,team_taking,freekick_type,location_x,location_y,delivery_target,outcome,is_shot,is_clearance,is_goal,winning_duel_id,contact_location_x,contact_location_y
3333,334,33.55,FC Lokomotiv Moscow,layoff,98.2,31.87,penalty spot,shot,True,False,False,212831.0,2.55,44.55
3334,334,32.88,FC Lokomotiv Moscow,direct,53.59,35.5,near post,clearance,False,True,False,265187.0,32.97,31.31
3335,334,84.96,FC Lokomotiv Moscow,cross,84.64,39.16,near post,shot,True,False,False,263489.0,11.22,43.39
3341,335,14.48,Brescia,indirect,55.45,21.15,near post,shot,True,False,False,243133.0,87.76,21.57
3351,336,16.18,Clube Atlético Mineiro,direct,28.47,49.17,penalty spot,second ball,False,False,False,189433.0,11.66,16.49
3352,336,69.77,Clube Atlético Mineiro,layoff,81.19,9.67,penalty spot,clearance,False,True,False,247017.0,10.67,10.98
3353,336,33.5,Arsenal,layoff,47.81,12.34,near post,goal,True,False,True,262005.0,98.08,30.06
3354,336,38.75,Arsenal,layoff,11.18,31.74,near post,shot,True,False,False,229817.0,82.06,34.67
3355,336,28.23,Arsenal,layoff,42.74,21.61,penalty spot,clearance,False,True,False,230341.0,54.22,18.81
3361,337,85.19,FC Augsburg,indirect,43.91,44.23,far post,second ball,False,False,False,207410.0,86.97,9.97
3362,337,52.13,FC Augsburg,layoff,94.87,44.91,edge box,second ball,False,False,False,256506.0,29.76,2.16
3363,337,49.01,FC Augsburg,direct,69.65,23.61,far post,shot,True,False,False,205989.0,44.91,48.75
3371,338,31.54,Brighton & Hove Albion,indirect,66.33,21.98,far post,clearance,False,True,False,235141.0,53.95,27.21
3372,338,87.43,Brighton & Hove Albion,layoff,13.77,14.17,near post,shot,True,False,False,244661.0,87.97,0.65
3373,338,17.44,Benevento,layoff,81.96,18.19,near post,shot,True,False,False,270139.0,98.03,9.25
3374,338,71.21,Brighton & Hove Albion,layoff,40.84,26.56,far post,clearance,False,True,False,230316.0,20.65,25.74
3381,339,31.72,Austria Wien,direct,38.92,38.07,near post,clearance,False,True,False,230298.0,4.06,11.44
3391,340,41.69,AC Milan,indirect,27.66,35.84,penalty spot,shot,True,False,False,230278.0,51.32,48.46
3392,340,36.99,AC Milan,cross,17.38,35.94,near post,shot,True,False,False,257612.0,73.75,37.12
3401,341,85.37,Ceará,direct,43.88,21.22,near post,clearance,False,True,False,191076.0,80.98,34.5
3402,341,53.31,Ceará,layoff,49.0,34.06,penalty spot,second ball,False,False,False,233152.0,59.21,11.54
3403,341,40.9,Cagliari,indirect,98.3,27.67,far post,second ball,False,False,False,210964.0,46.65,40.6
3404,341,80.55,Cagliari,direct,31.44,1.33,penalty spot,clearance,False,True,False,216451.0,97.01,18.83
3405,341,82.51,Cagliari,direct,26.85,17.62,penalty spot,goal,True,False,True,1179.0,54.14,1.85
3411,342,30.31,Aston Villa,layoff,3.42,12.06,near post,second ball,False,False,False,212188.0,12.33,14.17
3412,342,38.5,Aston Villa,direct,77.0,36.71,penalty spot,goal,True,False,True,238900.0,14.88,40.02
3413,342,84.11,Newcastle United,layoff,12.77,29.12,edge box,no outcome,False,False,False,220925.0,60.85,16.5
3421,343,14.89,AFC Bournemouth,cross,76.4,10.64,penalty spot,no outcome,False,False,False,234574.0,19.41,32.87
3422,343,51.67,AFC Bournemouth,indirect,66.26,35.16,penalty spot,goal,True,False,True,193860.0,57.81,5.53
3423,343,41.84,Genoa,layoff,87.07,39.08,edge box,clearance,False,True,False,219496.0,8.86,14.47
3424,343,23.39,Genoa,indirect,72.77,2.43,penalty spot,clearance,False,True,False,239099.0,37.57,9.66
3431,344,76.96,São Paulo,layoff,66.44,0.41,near post,second ball,False,False,False,205391.0,91.24,48.36
3441,345,52.03,Fortaleza,layoff,70.72,45.5,far post,clearance,False,True,False,179813.0,92.94,43.69
3442,345,84.06,Fortaleza,direct,29.16,3.91,edge box,clearance,False,True,False,230189.0,2.24,37.37
3443,345,10.3,Benevento,indirect,11.25,13.64,near post,no outcome,False,False,False,267883.0,67.11,2.52
3444,345,67.52,Fortaleza,direct,78.09,49.75,penalty spot,shot,True,False,False,267630.0,86.12,46.37
3451,346,77.15,TSG Hoffenheim,indirect,13.89,44.32,penalty spot,shot,True,False,False,206411.0,62.76,10.22
3452,346,78.18,TSG Hoffenheim,direct,85.36,48.95,edge box,clearance,False,True,False,248576.0,98.91,17.1
3453,346,84.74,Udinese Calcio,direct,63.99,48.39,far post,shot,True,False,False,193105.0,56.58,20.09
3461,347,6.16,SC Paderborn 07,cross,34.44,15.56,far post,shot,True,False,False,210881.0,47.31,6.25
3462,347,75.62,SC Paderborn 07,layoff,15.24,7.64,penalty spot,clearance,False,True,False,236311.0,35.46,10.96
3471,348,25.94,Werder Bremen,direct,48.48,43.03,edge box,shot,True,False,False,231838.0,32.53,35.94
3472,348,43.99,1. FC Union Berlin,indirect,49.5,43.0,edge box,clearance,False,True,False,206115.0,47.03,39.22
3473,348,44.98,Werder Bremen,direct,43.89,30.42,near post,second ball,False,False,False,185103.0,93.6,39.38
3474,348,68.72,1. FC Union Berlin,indirect,13.59,5.4,edge box,second ball,False,False,False,183580.0,45.12,32.33
3475,348,27.85,1. FC Union Berlin,direct,28.81,1.41,near post,shot,True,False,False,199304.0,48.91,40.99
3481,349,66.23,Mattersburg,direct,41.14,45.71,edge box,clearance,False,True,False,247028.0,77.29,47.18
3491,350,35.18,Brentford,direct,42.33,9.34,far post,clearance,False,True,False,199353.0,42.02,1.66
3492,350,70.44,Brentford,cross,9.39,13.02,edge box,no outcome,False,False,False,262242.0,17.78,27.13
3493,350,23.98,Brentford,direct,11.89,29.85,near post,second ball,False,False,False,263149.0,19.14,19.26
3494,350,18.91,Brentford,cross,71.65,48.15,far post,no outcome,False,False,False,251196.0,20.11,28.67
3495,350,83.88,Brentford,indirect,92.25,47.76,edge box,second ball,False,False,False,192567.0,92.22,32.8
3501,351,66.42,FK Austria Wien,indirect,27.84,42.5,penalty spot,second ball,False,False,False,200715.0,95.32,18.31
3502,351,7.99,Fortuna Düsseldorf,cross,68.73,21.97,penalty spot,clearance,False,True,False,248356.0,43.21,48.29
3511,352,30.92,Manchester City,indirect,78.89,6.38,near post,clearance,False,True,False,244363.0,24.68,25.06
3512,352,76.2,Manchester City,direct,56.85,44.83,edge box,goal,True,False,True,247229.0,67.57,45.7
3513,352,70.15,SC Paderborn 07,indirect,48.85,39.61,far post,shot,True,False,False,246728.0,62.36,27.61
3521,353,41.27,Brighton & Hove Albion,cross,63.32,26.97,edge box,second ball,False,False,False,172960.0,97.26,38.75
3522,353,81.09,Brighton & Hove Albion,cross,20.58,44.96,edge box,shot,True,False,False,248823.0,77.12,49.14
3523,353,85.3,Brighton & Hove Albion,layoff,73.63,47.51,near post,shot,True,False,False,227928.0,60.5,3.91
3524,353,59.44,Brighton & Hove Albion,layoff,11.48,10.68,edge box,second ball,False,False,False,256079.0,8.64,20.65
3531,354,65.63,FC Bayern München,layoff,9.31,34.22,near post,no outcome,False,False,False,233368.0,43.37,46.6
3532,354,88.99,Borussia Dortmund,indirect,7.4,41.54,far post,clearance,False,True,False,234004.0,49.88,27.63
3533,354,57.07,FC Bayern München,indirect,12.11,22.24,near post,shot,True,False,False,261991.0,70.69,9.55
3534,354,28.22,FC Bayern München,layoff,3.82,44.43,near post,second ball,False,False,False,193336.0,21.52,30.6
3535,354,31.1,FC Bayern München,direct,22.91,10.14,near post,goal,True,False,True,233866.0,47.53,46.81
3541,355,21.52,Atlético Mineiro,cross,39.47,17.44,edge box,second ball,False,False,False,212300.0,36.43,10.33
3542,355,58.43,Atlético Mineiro,direct,31.82,22.01,far post,clearance,False,True,False,178509.0,65.55,37.81
3543,355,28.88,West Bromwich Albion,layoff,58.03,14.67,near post,clearance,False,True,False,230260.0,63.82,29.82
3544,355,59.89,West Bromwich Albion,direct,49.71,3.53,near post,second ball,False,False,False,188836.0,16.47,10.81
3551,356,31.98,Clube Atlético Mineiro,direct,71.43,1.13,edge box,no outcome,False,False,False,213884.0,40.52,2.76
3552,356,16.12,Empoli,indirect,85.97,4.88,far post,second ball,False,False,False,239817.0,83.35,0.91
3553,356,19.35,Clube Atlético Mineiro,cross,18.28,17.05,penalty spot,clearance,False,True,False,205923.0,5.31,22.03
3561,357,37.3,Torino F.C.,direct,6.96,30.54,far post,clearance,False,True,False,210972.0,92.4,13.84
3562,357,41.92,Goiás,layoff,74.35,31.5,far post,shot,True,False,False,263116.0,0.14,37.83
3571,358,84.01,VfL Wolfsburg,layoff,94.65,39.92,near post,shot,True,False,False,234574.0,35.2,40.32
3581,359,33.14,WSG Tirol,cross,86.54,11.3,far post,second ball,False,False,False,238900.0,78.65,17.29
3591,360,12.04,Torino F.C.,indirect,18.56,6.7,near post,clearance,False,True,False,231521.0,83.54,36.39
3592,360,35.65,SK Rapid Wien,direct,87.56,46.75,penalty spot,shot,True,False,False,188856.0,11.57,8.39
3593,360,27.06,Torino F.C.,indirect,51.18,7.89,penalty spot,second ball,False,False,False,230196.0,92.28,40.46
3594,360,11.55,Torino F.C.,cross,39.11,31.17,far post,second ball,False,False,False,231874.0,75.49,46.23
3601,361,84.7,Leeds United,direct,55.15,40.87,edge box,shot,True,False,False,230486.0,83.92,48.04
3602,361,42.54,Leeds United,layoff,60.36,13.53,far post,no outcome,False,False,False,230196.0,54.67,21.68
3603,361,31.39,Watford,layoff,89.79,35.46,penalty spot,no outcome,False,False,False,259012.0,20.16,35.21
3604,361,8.79,Watford,direct,85.32,43.53,far post,shot,True,False,False,211862.0,8.92,41.46
3605,361,51.08,Watford,layoff,71.2,42.45,penalty spot,shot,True,False,False,244288.0,71.21,12.21
3611,362,44.88,VfL Bochum 1848,direct,20.64,42.85,near post,clearance,False,True,False,230379.0,66.57,2.86
3612,362,78.26,SK Rapid Wien,cross,81.79,34.37,far post,goal,True,False,True,201942.0,45.45,0.98
3613,362,48.03,SK Rapid Wien,layoff,30.66,34.48,near post,clearance,False,True,False,203841.0,97.64,6.48
3614,362,88.22,SK Rapid Wien,layoff,45.39,45.37,edge box,clearance,False,True,False,255074.0,65.13,30.33
3621,363,72.02,FC Union Berlin,direct,4.98,10.33,penalty spot,clearance,False,True,False,263149.0,29.97,3.6
3622,363,38.69,FC Union Berlin,cross,86.36,0.05,edge box,clearance,False,True,False,240193.0,42.26,27.86
3623,363,83.11,Goiás,layoff,78.01,11.81,far post,no outcome,False,False,False,239816.0,98.22,11.45
3624,363,35.51,Goiás,cross,41.45,8.14,penalty spot,no outcome,False,False,False,192883.0,79.93,27.45
3631,364,83.95,FC Köln,direct,14.76,29.27,far post,second ball,False,False,False,212977.0,18.86,27.15
3641,365,46.41,Cuiabá,direct,58.45,12.44,far post,shot,True,False,False,270279.0,38.21,44.96
3651,366,57.0,FC Red Bull Salzburg,indirect,71.21,25.94,far post,second ball,False,False,False,248698.0,63.99,14.02
3661,367,42.1,TSG Hoffenheim,indirect,22.29,4.96,penalty spot,no outcome,False,False,False,226401.0,85.2,47.51
3671,368,48.41,Fulham,layoff,6.91,43.19,far post,second ball,False,False,False,230195.0,23.6,13.71
3672,368,77.92,Fulham,layoff,28.92,37.47,far post,no outcome,False,False,False,205659.0,7.51,24.93
3681,369,75.41,FC Schalke 04,layoff,69.42,23.67,edge box,second ball,False,False,False,255540.0,1.22,46.11
3691,370,77.32,FC Flyeralarm Admira,cross,60.02,16.8,penalty spot,shot,True,False,False,165526.0,6.86,16.94
3701,371,80.44,FC Union Berlin,cross,41.33,13.25,far post,no outcome,False,False,False,236532.0,7.4,14.29
3711,372,89.42,Torino,direct,41.34,45.58,near post,shot,True,False,False,239351.0,72.68,30.03
3721,373,44.37,Ceará Sporting Club,layoff,85.8,23.01,near post,shot,True,False,False,267868.0,55.57,13.91
3722,373,20.54,Ceará Sporting Club,indirect,84.43,37.83,far post,second ball,False,False,False,228562.0,13.7,19.64
3723,373,37.86,Ceará Sporting Club,layoff,97.47,22.32,near post,second ball,False,False,False,234022.0,51.74,39.15
3731,374,46.84,Leeds United,cross,16.75,0.39,far post,goal,True,False,True,238286.0,12.79,40.85
3732,374,86.73,Leeds United,layoff,86.22,48.63,far post,shot,True,False,False,228092.0,14.99,44.1
3733,374,35.35,Leeds United,indirect,3.16,24.54,edge box,clearance,False,True,False,206463.0,19.71,18.35
3734,374,27.27,Leeds United,cross,0.96,10.72,edge box,shot,True,False,False,236073.0,5.35,34.74
3741,375,36.82,FSV Mainz 05,direct,93.29,28.87,near post,clearance,False,True,False,262628.0,51.28,30.17
3742,375,48.8,FSV Mainz 05,layoff,55.98,29.32,edge box,second ball,False,False,False,258709.0,86.08,24.48
3743,375,36.64,FSV Mainz 05,cross,22.75,20.64,edge box,clearance,False,True,False,230192.0,89.99,11.01
3744,375,61.88,FSV Mainz 05,layoff,83.98,24.75,edge box,second ball,False,False,False,230493.0,23.69,31.8
3751,376,25.45,SpVgg Greuther Fürth,indirect,79.99,23.05,penalty spot,shot,True,False,False,243767.0,9.74,3.2
3761,377,51.48,Rheindorf Altach,layoff,11.37,39.57,far post,shot,True,False,False,230376.0,38.53,14.17
3762,377,68.26,Rheindorf Altach,cross,98.96,5.74,edge box,clearance,False,True,False,242641.0,78.18,43.03
3763,377,88.21,Sampdoria,indirect,67.75,43.9,near post,clearance,False,True,False,228413.0,4.28,0.27
3764,377,88.46,Rheindorf Altach,indirect,1.85,44.11,far post,shot,True,False,False,205934.0,59.86,26.57
3765,377,6.01,Sampdoria,cross,89.57,32.37,penalty spot,clearance,False,True,False,193254.0,80.78,45.1
3771,378,31.91,Fiorentina,layoff,36.67,11.28,edge box,clearance,False,True,False,228815.0,9.64,47.51
3781,379,84.69,Genoa,indirect,53.99,12.25,near post,no outcome,False,False,False,201285.0,86.07,19.61
3782,379,79.91,Genoa,direct,67.15,12.37,edge box,no outcome,False,False,False,233152.0,45.27,3.74
3791,380,48.61,Wolverhampton Wanderers,direct,86.32,35.49,far post,shot,True,False,False,189485.0,84.25,5.3
3792,380,47.27,Wolverhampton Wanderers,layoff,30.72,10.56,far post,second ball,False,False,False,224263.0,52.93,42.03
3801,381,11.8,Liverpool,cross,56.1,6.57,far post,shot,True,False,False,264337.0,6.81,43.72
3811,382,74.69,Austria Wien,indirect,27.73,37.02,penalty spot,shot,True,False,False,206654.0,46.66,18.64
3812,382,68.96,Austria Wien,direct,95.24,35.12,far post,clearance,False,True,False,222262.0,28.82,15.82
3813,382,52.75,Sampdoria,layoff,29.61,22.8,penalty spot,clearance,False,True,False,251408.0,25.35,46.46
3821,383,78.15,Lokomotiv Moskva,layoff,87.7,35.82,penalty spot,goal,True,False,True,203042.0,15.86,33.05
3822,383,81.51,Lokomotiv Moskva,indirect,38.43,12.62,edge box,shot,True,False,False,264343.0,43.84,9.87
3823,383,64.84,Lokomotiv Moskva,indirect,5.74,49.42,near post,second ball,False,False,False,223894.0,53.02,3.2
3824,383,16.28,São Paulo,cross,52.94,14.14,far post,second ball,False,False,False,264008.0,31.1,12.15
3831,384,54.04,St. Pölten,indirect,99.49,45.95,near post,clearance,False,True,False,251988.0,30.19,23.03
3832,384,22.8,Bragantino,layoff,38.76,15.38,far post,no outcome,False,False,False,223867.0,29.54,21.7
3833,384,44.89,St. Pölten,indirect,29.58,31.95,penalty spot,clearance,False,True,False,222844.0,24.13,22.66
3834,384,3.94,St. Pölten,cross,45.81,37.15,penalty spot,no outcome,False,False,False,230429.0,96.72,14.61
3835,384,52.66,St. Pölten,layoff,44.22,9.1,near post,clearance,False,True,False,268079.0,83.45,3.04
3841,385,31.59,Torino,cross,35.97,1.77,edge box,no outcome,False,False,False,251401.0,47.1,26.9
3842,385,51.89,Santos,indirect,7.68,16.07,far post,shot,True,False,False,242332.0,31.11,39.85
3843,385,77.03,Santos,indirect,15.67,8.41,edge box,clearance,False,True,False,230439.0,38.93,39.02
3851,386,72.15,Genoa,layoff,15.45,36.62,edge box,shot,True,False,False,270916.0,39.87,20.28
3852,386,42.04,Genoa,cross,35.67,30.11,far post,shot,True,False,False,162347.0,67.4,36.7
3853,386,27.47,SK Rapid Wien,indirect,74.48,45.19,edge box,no outcome,False,False,False,190589.0,15.03,18.07
3861,387,76.46,Club Athletico Paranaense,cross,60.73,27.27,near post,clearance,False,True,False,202535.0,13.78,0.48
3862,387,27.31,Coritiba,layoff,21.1,49.71,far post,second ball,False,False,False,264213.0,59.63,14.71
3863,387,19.31,Club Athletico Paranaense,direct,83.05,32.93,far post,second ball,False,False,False,230382.0,82.31,46.04
3864,387,39.29,Coritiba,indirect,5.39,48.87,edge box,shot,True,False,False,204447.0,99.22,35.33
3865,387,87.2,Coritiba,cross,69.97,33.52,penalty spot,clearance,False,True,False,236197.0,78.56,16.88
3871,388,37.41,Paderborn,cross,90.77,6.96,near post,second ball,False,False,False,236898.0,42.19,27.06
3881,389,44.73,Everton,layoff,11.52,19.71,near post,shot,True,False,False,242386.0,34.35,17.11
3891,390,80.89,Flamengo,cross,92.28,10.73,far post,shot,True,False,False,258822.0,64.36,26.08
3901,391,82.93,Corinthians,layoff,69.63,39.11,penalty spot,clearance,False,True,False,244925.0,61.14,7.08
3902,391,38.96,Corinthians,indirect,96.66,48.61,near post,no outcome,False,False,False,239452.0,75.33,22.51
3903,391,1.06,Grêmio,layoff,25.04,27.19,near post,clearance,False,True,False,264372.0,50.39,31.32
3911,392,88.58,SV Werder Bremen,layoff,24.46,41.59,edge box,second ball,False,False,False,242079.0,23.33,29.99
3912,392,42.7,SV Werder Bremen,direct,67.25,3.35,penalty spot,shot,True,False,False,163050.0,52.49,12.67
3913,392,40.9,U.C. Sampdoria,direct,99.95,40.68,penalty spot,second ball,False,False,False,192665.0,46.73,42.61
3914,392,32.32,SV Werder Bremen,indirect,91.82,36.33,near post,goal,True,False,True,254487.0,35.47,38.9
3921,393,39.06,Juventus,direct,88.69,23.84,penalty spot,goal,True,False,True,234833.0,70.36,36.66
3922,393,85.54,Juventus,layoff,43.33,43.66,far post,clearance,False,True,False,227796.0,70.61,29.84
3923,393,52.49,Juventus,layoff,81.76,6.74,penalty spot,no outcome,False,False,False,230493.0,2.82,48.86
3931,394,75.13,Flamengo,layoff,1.7,10.46,near post,clearance,False,True,False,204614.0,0.77,35.6
3932,394,82.41,Flamengo,indirect,94.28,17.98,near post,clearance,False,True,False,244428.0,83.37,27.6
3933,394,12.16,Flamengo,layoff,14.84,19.25,edge box,second ball,False,False,False,264180.0,27.21,26.63
3934,394,73.44,Flamengo,indirect,48.93,6.46,penalty spot,second ball,False,False,False,244108.0,78.49,10.72
3941,395,34.64,Torino F.C.,layoff,65.18,36.01,penalty spot,shot,True,False,False,270937.0,26.85,36.39
3942,395,49.95,FC Schalke 04,layoff,96.1,11.02,edge box,second ball,False,False,False,221860.0,28.8,14.02
3951,396,34.16,Corinthians,indirect,74.97,36.71,near post,second ball,False,False,False,198784.0,80.93,26.51
3952,396,71.37,VfB Stuttgart,cross,30.0,23.18,far post,shot,True,False,False,251314.0,62.3,17.6
3961,397,43.07,Salernitana,indirect,18.03,8.08,edge box,goal,True,False,True,229743.0,38.02,39.59
3962,397,74.49,West Ham United,cross,23.92,12.09,far post,clearance,False,True,False,266459.0,64.61,39.58
3963,397,17.31,Salernitana,indirect,67.36,44.76,near post,clearance,False,True,False,224031.0,15.13,19.3
3964,397,16.31,West Ham United,indirect,63.47,32.75,penalty spot,clearance,False,True,False,169706.0,87.11,7.23
3971,398,18.77,Mattersburg,cross,67.76,43.96,far post,no outcome,False,False,False,247394.0,13.77,10.38
3972,398,12.55,Mattersburg,direct,24.39,1.92,far post,clearance,False,True,False,264467.0,29.3,33.75
3973,398,52.14,Chapecoense,cross,86.63,38.2,near post,second ball,False,False,False,227927.0,75.61,41.32
3974,398,71.04,Chapecoense,layoff,13.26,19.18,edge box,clearance,False,True,False,262581.0,88.18,47.78
3981,399,63.7,Club Athletico Paranaense,direct,1.74,21.86,penalty spot,clearance,False,True,False,200408.0,13.11,45.77
3991,400,84.23,FC Flyeralarm Admira,cross,23.39,37.64,far post,no outcome,False,False,False,208534.0,23.9,11.52
4001,401,15.4,Fortaleza,cross,77.34,23.75,near post,second ball,False,False,False,190471.0,5.19,11.26
4002,401,7.6,Fortaleza,direct,32.96,7.93,penalty spot,clearance,False,True,False,257917.0,92.92,44.88
4003,401,46.89,Fortaleza,indirect,69.07,11.38,penalty spot,clearance,False,True,False,212096.0,61.6,0.98
4004,401,61.75,SK Rapid Wien,indirect,84.02,28.52,penalty spot,shot,True,False,False,245541.0,0.9,44.75
4011,402,15.11,RB Leipzig,direct,34.07,33.39,near post,shot,True,False,False,262029.0,87.46,26.15
4012,402,29.61,Crotone,direct,69.62,41.77,near post,clearance,False,True,False,193860.0,1.87,20.4
4013,402,53.53,RB Leipzig,cross,30.45,29.96,penalty spot,second ball,False,False,False,212442.0,69.98,17.29
4014,402,29.59,RB Leipzig,cross,49.46,30.79,near post,second ball,False,False,False,139062.0,81.59,37.65
4015,402,73.83,Crotone,indirect,92.6,48.38,edge box,clearance,False,True,False,248199.0,99.56,26.76
4021,403,22.68,Paderborn,cross,22.26,28.67,penalty spot,clearance,False,True,False,264403.0,12.17,33.98
4031,404,74.34,São Paulo,direct,51.51,24.25,edge box,second ball,False,False,False,183394.0,55.73,3.75
4041,405,39.51,FC Union Berlin,indirect,24.64,15.36,near post,shot,True,False,False,228614.0,32.39,9.34
4042,405,8.53,FC Union Berlin,indirect,11.62,17.09,edge box,clearance,False,True,False,251392.0,69.64,17.49
4051,406,80.32,Avaí FC,layoff,18.09,29.35,edge box,clearance,False,True,False,173208.0,54.21,31.27
4052,406,7.51,Torino F.C.,indirect,26.89,38.94,penalty spot,goal,True,False,True,181458.0,74.07,34.87
4061,407,9.48,FC Red Bull Salzburg,layoff,56.18,6.11,edge box,shot,True,False,False,268100.0,98.23,4.1
4062,407,33.67,FC Red Bull Salzburg,cross,81.14,6.5,far post,shot,True,False,False,251197.0,72.38,16.43
4071,408,76.86,Borussia Dortmund,layoff,42.72,37.71,near post,second ball,False,False,False,238473.0,93.57,18.63
4072,408,67.57,Bahia,layoff,50.97,29.87,near post,shot,True,False,False,266200.0,4.26,16.95
4073,408,14.71,Borussia Dortmund,direct,50.48,17.81,edge box,second ball,False,False,False,226110.0,44.35,10.13
4074,408,10.32,Bahia,direct,28.65,49.29,near post,goal,True,False,True,238160.0,23.71,12.0
4081,409,69.64,FC Union Berlin,indirect,43.81,2.4,near post,shot,True,False,False,230519.0,43.42,44.69
4082,409,29.58,Napoli,direct,4.28,44.3,near post,shot,True,False,False,236164.0,1.21,6.53
4083,409,84.32,Napoli,indirect,0.26,41.2,far post,second ball,False,False,False,246930.0,42.58,15.0
4084,409,40.37,FC Union Berlin,layoff,89.02,49.18,edge box,clearance,False,True,False,236898.0,34.44,18.59
4085,409,13.87,Napoli,layoff,98.28,22.05,near post,goal,True,False,True,251182.0,74.92,31.19
4091,410,82.69,SC Paderborn 07,cross,38.2,48.64,near post,no outcome,False,False,False,222844.0,70.35,43.88
4092,410,83.03,SC Freiburg,indirect,72.64,8.53,edge box,clearance,False,True,False,190745.0,13.15,10.38
4093,410,23.47,SC Freiburg,direct,45.66,43.51,edge box,second ball,False,False,False,256545.0,30.4,34.49
4094,410,67.07,SC Paderborn 07,direct,4.07,16.5,penalty spot,second ball,False,False,False,251229.0,50.88,43.36
4101,411,8.04,Benevento,indirect,79.87,49.57,far post,second ball,False,False,False,252018.0,61.86,22.03
4102,411,14.45,Admira,indirect,30.08,38.9,far post,second ball,False,False,False,183900.0,62.65,12.99
4103,411,87.46,Admira,layoff,63.36,24.57,penalty spot,no outcome,False,False,False,204987.0,19.61,11.18
4104,411,53.62,Benevento,indirect,67.93,1.78,edge box,second ball,False,False,False,263028.0,6.78,26.73
4105,411,66.15,Admira,indirect,52.7,2.05,edge box,second ball,False,False,False,265577.0,82.87,21.24
4111,412,66.27,Mattersburg,indirect,82.53,34.02,near post,clearance,False,True,False,192546.0,54.33,8.14
4112,412,27.48,Mattersburg,indirect,93.06,34.36,far post,clearance,False,True,False,211784.0,0.05,25.61
4121,413,49.58,SK Sturm Graz,indirect,20.91,29.48,penalty spot,clearance,False,True,False,271198.0,76.38,40.4
4131,414,29.14,Monza,direct,26.54,30.83,far post,clearance,False,True,False,256353.0,87.82,11.91
4132,414,35.35,SK Rapid Wien,layoff,65.09,31.12,edge box,shot,True,False,False,214979.0,15.1,12.51
4133,414,7.59,SK Rapid Wien,indirect,9.36,15.96,edge box,goal,True,False,True,259677.0,80.23,37.06
4134,414,16.23,Monza,direct,27.17,23.22,edge box,clearance,False,True,False,235805.0,1.16,5.17
4141,415,47.03,Spezia,direct,47.13,20.32,penalty spot,no outcome,False,False,False,245906.0,21.45,23.45
4142,415,54.13,Eintracht Frankfurt,indirect,88.28,19.98,far post,clearance,False,True,False,198784.0,49.57,24.89
4143,415,15.8,Spezia,indirect,30.37,4.05,far post,second ball,False,False,False,235813.0,61.9,26.38
4144,415,12.21,Spezia,direct,93.41,36.32,penalty spot,clearance,False,True,False,237612.0,46.25,33.48
4151,416,8.43,Norwich City,direct,13.08,24.0,penalty spot,shot,True,False,False,262663.0,22.72,39.37
4161,417,56.15,Everton,layoff,93.44,10.72,penalty spot,shot,True,False,False,230938.0,33.91,19.21
4162,417,40.9,Everton,layoff,68.42,0.54,penalty spot,no outcome,False,False,False,263657.0,79.2,48.82
4163,417,56.71,Everton,direct,98.7,14.63,penalty spot,clearance,False,True,False,193260.0,25.32,4.29
4164,417,33.34,Austria Wien,indirect,72.0,32.56,near post,shot,True,False,False,216258.0,67.8,28.52
4165,417,57.27,Austria Wien,direct,33.97,24.3,far post,second ball,False,False,False,261134.0,75.13,49.9
4171,418,43.22,Burnley,layoff,92.54,22.1,far post,goal,True,False,True,216283.0,95.03,31.73
4172,418,8.5,Schalke 04,layoff,20.23,12.64,edge box,goal,True,False,True,212381.0,59.0,46.14
4173,418,14.02,Schalke 04,cross,62.57,33.9,near post,clearance,False,True,False,203263.0,12.32,45.94
4174,418,45.23,Burnley,cross,56.91,6.02,edge box,no outcome,False,False,False,254588.0,90.44,41.11
4175,418,33.76,Schalke 04,direct,43.9,48.96,penalty spot,no outcome,False,False,False,234022.0,84.85,8.35
4181,419,53.9,SPAL,direct,32.08,46.19,far post,shot,True,False,False,257876.0,79.27,14.01
4182,419,25.09,Burnley,indirect,41.37,38.68,far post,second ball,False,False,False,259011.0,8.2,40.98
4183,419,73.5,SPAL,layoff,84.81,32.84,far post,second ball,False,False,False,260926.0,77.06,5.92
4184,419,82.57,SPAL,direct,92.86,36.59,penalty spot,second ball,False,False,False,224196.0,44.72,35.96
4185,419,15.42,Burnley,layoff,92.99,4.01,near post,clearance,False,True,False,198220.0,87.75,9.38
4191,420,15.42,Rapid Vienna,direct,32.05,49.15,penalty spot,clearance,False,True,False,231633.0,66.26,18.03
4192,420,50.27,Rapid Vienna,indirect,23.85,41.17,far post,goal,True,False,True,201922.0,81.53,4.91
4193,420,35.34,Sport-Club Freiburg,layoff,38.19,31.06,edge box,clearance,False,True,False,240867.0,15.12,1.89
4194,420,12.53,Sport-Club Freiburg,indirect,79.72,35.11,penalty spot,second ball,False,False,False,247245.0,99.06,31.55
4195,420,72.62,Sport-Club Freiburg,indirect,99.7,40.0,far post,clearance,False,True,False,219594.0,36.23,49.88
4201,421,11.64,Schalke 04,direct,52.67,33.46,edge box,shot,True,False,False,186153.0,62.62,37.84
4202,421,33.16,VfL Wolfsburg,indirect,35.21,1.2,edge box,shot,True,False,False,266433.0,95.1,19.43
4211,422,87.53,Ceará Sporting Club,direct,25.49,17.78,far post,clearance,False,True,False,248230.0,52.28,35.8
4221,423,82.05,Wolfsberger AC,direct,52.9,19.39,penalty spot,clearance,False,True,False,225014.0,7.97,34.3
